family,Month,Average_Sales,Product_Average_Sales,Seasonal_Index
SCHOOL AND OFFICE SUPPLIES,11,1.188425925925926,2.9615993665874902,0.40127842385896123
SCHOOL AND OFFICE SUPPLIES,12,0.9929012345679012,2.9615993665874902,0.3352584572274453
SEAFOOD,1,22.58637944353644,22.163190406699215,1.0190942291733103
SEAFOOD,2,22.323818768623585,22.163190406699215,1.007247528851975
SEAFOOD,3,24.503071753046594,22.163190406699215,1.105575113664146
SEAFOOD,4,22.441414474456792,22.163190406699215,1.0125534303794763
SEAFOOD,5,23.36298172204301,22.163190406699215,1.0541344135626403
SEAFOOD,6,21.124089050419755,22.163190406699215,0.9531158945435323
SEAFOOD,7,21.206039386726406,22.163190406699215,0.9568134820660344
SEAFOOD,8,20.897566079549694,22.163190406699215,0.9428952103047871
SEAFOOD,9,22.955791055617283,22.163190406699215,1.0357620285876572
SEAFOOD,10,22.444106783990442,22.163190406699215,1.0126749070028436
SEAFOOD,11,21.617711725817898,22.163190406699215,0.9753880794744949
SEAFOOD,12,19.971785020000002,22.163190406699215,0.9011241005249487
